training_systems	training_numprocs	testing_systems	testing_numprocs	classifier	sampler	split	roc-auc	time
3	12	3	1	MLP	ADASYN	1	0.432	18.021
3	12	3	1	MLP	ADASYN	2	0.454	17.651
3	12	3	1	MLP	ADASYN	avg	0.476
3	12	3	1	AdaBoost	RandomOverSampler	0	0.739	2.467
3	12	3	1	AdaBoost	RandomOverSampler	1	0.749	2.096
3	12	3	1	AdaBoost	RandomOverSampler	2	0.742	2.099
3	12	3	1	AdaBoost	RandomOverSampler	avg	0.743
3	12	3	1	AdaBoost	SMOTE	0	0.694	3.295
3	12	3	1	AdaBoost	SMOTE	1	0.727	3.325
3	12	3	1	AdaBoost	SMOTE	2	0.709	3.321
3	12	3	1	AdaBoost	SMOTE	avg	0.71
3	12	3	1	AdaBoost	DummySampler	0	0.739	1.048
3	12	3	1	AdaBoost	DummySampler	1	0.745	1.043
3	12	3	1	AdaBoost	DummySampler	2	0.742	1.053
3	12	3	1	AdaBoost	DummySampler	avg	0.742
3	12	3	1	AdaBoost	SMOTEENN	0	0.694	3.93
3	12	3	1	AdaBoost	SMOTEENN	1	0.726	3.94
3	12	3	1	AdaBoost	SMOTEENN	2	0.717	3.968
3	12	3	1	AdaBoost	SMOTEENN	avg	0.713
3	12	3	1	AdaBoost	SMOTETomek	0	0.7	4.603
3	12	3	1	AdaBoost	SMOTETomek	1	0.719	4.536
3	12	3	1	AdaBoost	SMOTETomek	2	0.714	4.565
3	12	3	1	AdaBoost	SMOTETomek	avg	0.711
3	12	3	1	AdaBoost	ADASYN	0	0.762	19.648
3	12	3	1	AdaBoost	ADASYN	1	0.756	19.724
3	12	3	1	AdaBoost	ADASYN	2	0.765	19.116
3	12	3	1	AdaBoost	ADASYN	avg	0.761
3	12	3	1	KNN	RandomOverSampler	0	0.697	0.175
3	12	3	1	KNN	RandomOverSampler	1	0.793	0.173
3	12	3	1	KNN	RandomOverSampler	2	0.775	0.182
3	12	3	1	KNN	RandomOverSampler	avg	0.755
3	12	3	1	KNN	SMOTE	0	0.701	0.31
3	12	3	1	KNN	SMOTE	1	0.798	0.313
3	12	3	1	KNN	SMOTE	2	0.781	0.302
3	12	3	1	KNN	SMOTE	avg	0.76
3	12	3	1	KNN	DummySampler	0	0.729	0.085
3	12	3	1	KNN	DummySampler	1	0.784	0.092
3	12	3	1	KNN	DummySampler	2	0.779	0.086
3	12	3	1	KNN	DummySampler	avg	0.764
3	12	3	1	KNN	SMOTEENN	0	0.71	1.026
3	12	3	1	KNN	SMOTEENN	1	0.786	1.036
3	12	3	1	KNN	SMOTEENN	2	0.773	1.007
3	12	3	1	KNN	SMOTEENN	avg	0.756
3	12	3	1	KNN	SMOTETomek	0	0.699	1.564
3	12	3	1	KNN	SMOTETomek	1	0.798	1.526
3	12	3	1	KNN	SMOTETomek	2	0.779	1.472
3	12	3	1	KNN	SMOTETomek	avg	0.759
3	12	3	1	KNN	ADASYN	0	0.711	17.833
3	12	3	1	KNN	ADASYN	1	0.797	18.048
3	12	3	1	KNN	ADASYN	2	0.779	17.487
3	12	3	1	KNN	ADASYN	avg	0.762
3	12	3	1	GradientBoosting	ADASYN	best_avg	0.791
